participant,target,task,task_display,robot_condition,robot_rating,robot_rating_1_to_7,robot_rating_class,n_candidate_windows,n_complete_top3_windows,n_incomplete_top3_windows,fraction_complete_top3_windows,n_consensus_windows,unanimous_agreement_rate,unanimous_high_rate,unanimous_low_rate,fraction_unanimous_top3_windows,fraction_unanimous_high_windows,fraction_unanimous_low_windows,majority_vote_high_fraction,models_with_shift_warning,median_top3_consensus_probability,mean_top3_consensus_probability,fraction_consensus_windows_ge_0_5,descriptive_task_verdict,consensus_verdict,verdict_matches_robot_rating,consensus_matches_robot_rating,mean_top3_probability_range,median_top3_probability_range,mean_pairwise_absolute_probability_difference,disagreement_rate,class_agreement_1_2,class_agreement_1_3,class_agreement_2_3,probability_correlation_1_2,probability_correlation_1_3,probability_correlation_2_3,nearest_image_distance,top3_median_fraction_windows_with_outside,outside_selected_fraction,median_abs_image_z,max_abs_image_z,rank1_image_ba,rank1_image_accuracy,rank2_image_ba,rank2_image_accuracy,rank3_image_ba,rank3_image_accuracy,mean_top3_image_ba,median_top3_image_ba,mean_top3_image_accuracy,median_top3_image_accuracy,branch,actual_class,actual_high,predicted_probability,predicted_class,predicted_high,correct,absolute_margin,rank1_modality,rank2_modality,rank3_modality,probability_correlation_1_2_x,probability_correlation_1_3_x,probability_correlation_2_3_x,probability_correlation_1_2_y,probability_correlation_1_3_y,probability_correlation_2_3_y
P22,valence,sisyphus,Sisyphus,,7.0,7.0,HIGH,121,121,0,1.0,121.0,0.6115702479338843,0.1322314049586777,0.4793388429752066,0.6115702479338843,0.1322314049586777,0.4793388429752066,0.3801652892561983,,0.4361896521226999,0.4568761791405812,0.1983471074380165,LOW,LOW,False,False,0.1115879870342217,0.1022832793348525,0.0743919913561478,0.3884297520661157,0.8347107438016529,0.7355371900826446,0.6528925619834711,0.9134839167011471,0.723806255452558,0.7396531657322353,1.4874107048469931,0.743801652892562,0.256198347107438,1.0660910790153406,49.93057583382178,0.6198046398046398,0.6413043478260869,0.6037606837606837,0.6420289855072464,0.5912332112332113,0.6076086956521739,0.6049328449328449,0.6037606837606837,0.6303140096618357,0.6413043478260869,eeg_only,HIGH,1,0.4361896521226999,LOW,0,False,0.0638103478773001,,,,,,,,,
P22,valence,stack,St,FAULTY,6.0,6.0,HIGH,72,72,0,1.0,72.0,0.5416666666666666,0.0833333333333333,0.4583333333333333,0.5416666666666666,0.0833333333333333,0.4583333333333333,0.125,,0.3743810802647062,0.3955804592845708,0.1111111111111111,LOW,LOW,False,False,0.1599757324109605,0.1621781822716812,0.1066504882739736,0.4583333333333333,0.9444444444444444,0.5833333333333334,0.5555555555555556,0.9281007858118032,0.821193968991803,0.8287950519415789,1.3812401648690458,0.0694444444444444,0.03125,0.6584009547286527,38.51515847258764,0.6198046398046398,0.6413043478260869,0.6037606837606837,0.6420289855072464,0.5912332112332113,0.6076086956521739,0.6049328449328449,0.6037606837606837,0.6303140096618357,0.6413043478260869,eeg_only,HIGH,1,0.3743810802647062,LOW,0,False,0.1256189197352938,,,,,,,,,
P23,arousal,pick_place,PnP,FAST,7.0,7.0,HIGH,28,28,0,1.0,28.0,0.8571428571428571,0.75,0.1071428571428571,0.8571428571428571,0.75,0.1071428571428571,0.8214285714285714,,0.7447999050709069,0.6930495082102395,0.8214285714285714,HIGH,HIGH,True,True,0.3149166387771825,0.2636881660143992,0.2099444258514551,0.1428571428571428,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8024769060229104,0.8293269883349732,0.738021574709413,1.8824738365130351,0.2142857142857142,0.0607142857142857,0.9454964881797996,43.72108168236264,0.5131827731092437,0.6199275362318841,0.508718487394958,0.5865942028985507,0.49375,0.5260869565217392,0.5052170868347338,0.508718487394958,0.577536231884058,0.5865942028985507,eeg_only,HIGH,1,0.7447999050709069,HIGH,1,True,0.2447999050709068,,,,,,,,,
P23,arousal,shape_sorter_interaction,SSInt,,3.0,3.0,LOW,87,87,0,1.0,87.0,0.6551724137931034,0.6206896551724138,0.0344827586206896,0.6551724137931034,0.6206896551724138,0.0344827586206896,0.8160919540229885,,0.7578312401234014,0.7228564559982399,0.8160919540229885,HIGH,HIGH,False,False,0.3804318201203723,0.2725033204756877,0.2536212134135815,0.3448275862068966,0.7471264367816092,0.8160919540229885,0.7471264367816092,0.366356002625029,0.5624898623818513,0.4187495492050032,2.706201245025008,0.3563218390804598,0.0701149425287356,1.0430760985747252,258.2735309841965,0.5131827731092437,0.6199275362318841,0.508718487394958,0.5865942028985507,0.49375,0.5260869565217392,0.5052170868347338,0.508718487394958,0.577536231884058,0.5865942028985507,eeg_only,LOW,0,0.7578312401234014,HIGH,1,False,0.2578312401234014,,,,,,,,,
P23,arousal,shape_sorter_observation,SSObs,FAULTY,5.0,5.0,HIGH,61,61,0,1.0,61.0,0.5409836065573771,0.5081967213114754,0.0327868852459016,0.5409836065573771,0.5081967213114754,0.0327868852459016,0.7540983606557377,,0.7273235696472916,0.6401162682991363,0.7540983606557377,HIGH,HIGH,True,True,0.4115844056940483,0.3748025732090037,0.2743896037960321,0.4590163934426229,0.6885245901639344,0.7540983606557377,0.639344262295082,0.402188745874224,0.5838217798288232,0.391420695749651,2.30344037779968,0.1147540983606557,0.021311475409836,0.7341624403794637,52.05709689025197,0.5131827731092437,0.6199275362318841,0.508718487394958,0.5865942028985507,0.49375,0.5260869565217392,0.5052170868347338,0.508718487394958,0.577536231884058,0.5865942028985507,eeg_only,HIGH,1,0.7273235696472916,HIGH,1,True,0.2273235696472916,,,,,,,,,
P23,arousal,sisyphus,Sisyphus,,6.0,6.0,HIGH,69,69,0,1.0,69.0,0.7246376811594203,0.6376811594202898,0.0869565217391304,0.7246376811594203,0.6376811594202898,0.0869565217391304,0.8260869565217391,,0.7863007238796129,0.7080368349821188,0.8260869565217391,HIGH,HIGH,True,True,0.3414169008998073,0.2537685739829358,0.2276112672665382,0.2753623188405797,0.8695652173913043,0.8260869565217391,0.7536231884057971,0.5531152153711735,0.7890591592496105,0.4921336619952535,1.8984734752494064,0.3333333333333333,0.0536231884057971,0.8264208053975498,206.16520223530955,0.5131827731092437,0.6199275362318841,0.508718487394958,0.5865942028985507,0.49375,0.5260869565217392,0.5052170868347338,0.508718487394958,0.577536231884058,0.5865942028985507,eeg_only,HIGH,1,0.7863007238796129,HIGH,1,True,0.2863007238796129,,,,,,,,,
P23,arousal,stack,St,SLOW,3.0,3.0,LOW,121,121,0,1.0,121.0,0.5619834710743802,0.5041322314049587,0.0578512396694214,0.5619834710743802,0.5041322314049587,0.0578512396694214,0.8429752066115702,,0.7250836290789715,0.6676990304906654,0.8429752066115702,HIGH,HIGH,False,False,0.4073738475344204,0.3660121573554128,0.271582565022947,0.4380165289256198,0.8099173553719008,0.6694214876033058,0.6446280991735537,0.5123030016578132,0.4979948561125646,0.4834693450508489,1.7863413946214284,0.1735537190082644,0.0322314049586776,0.7820792231255308,72.99997480574888,0.5131827731092437,0.6199275362318841,0.508718487394958,0.5865942028985507,0.49375,0.5260869565217392,0.5052170868347338,0.508718487394958,0.577536231884058,0.5865942028985507,eeg_only,LOW,0,0.7250836290789715,HIGH,1,False,0.2250836290789715,,,,,,,,,
P23,valence,pick_place,PnP,FAST,6.0,6.0,HIGH,28,28,0,1.0,28.0,0.4285714285714285,0.1071428571428571,0.3214285714285714,0.4285714285714285,0.1071428571428571,0.3214285714285714,0.2142857142857142,,0.3696622012655706,0.4093877119710112,0.2142857142857142,LOW,LOW,False,False,0.1852169868767572,0.123073813954267,0.1234779912511714,0.5714285714285714,0.9285714285714286,0.4642857142857143,0.4642857142857143,0.9510149781517032,-0.5099664341317905,-0.4728348957433808,1.771094428847345,0.5357142857142857,0.1785714285714285,1.369530663056302,3080.9958221361608,0.622942612942613,0.6278985507246377,0.6092063492063492,0.6115942028985507,0.591062271062271,0.5942028985507246,0.6077370777370777,0.6092063492063492,0.611231884057971,0.6115942028985507,eeg_only,HIGH,1,0.3696622012655706,LOW,0,False,0.1303377987344294,,,,,,,,,
P23,valence,shape_sorter_interaction,SSInt,,7.0,7.0,HIGH,87,87,0,1.0,87.0,0.367816091954023,0.1379310344827586,0.2298850574712643,0.367816091954023,0.1379310344827586,0.2298850574712643,0.264367816091954,,0.4196320834794283,0.4331699717633146,0.1264367816091954,LOW,LOW,False,False,0.1508802043649598,0.1099869632322646,0.1005868029099732,0.632183908045977,0.8275862068965517,0.425287356321839,0.4827586206896552,0.8880691148220842,0.1557866199943887,0.093033127913509,1.1489243568534913,0.4367816091954023,0.1278735632183908,1.1096971572473122,2464.50430444032,0.622942612942613,0.6278985507246377,0.6092063492063492,0.6115942028985507,0.591062271062271,0.5942028985507246,0.6077370777370777,0.6092063492063492,0.611231884057971,0.6115942028985507,eeg_only,HIGH,1,0.4196320834794283,LOW,0,False,0.0803679165205716,,,,,,,,,
P23,valence,shape_sorter_observation,SSObs,FAULTY,5.0,5.0,HIGH,61,61,0,1.0,61.0,0.3442622950819672,0.1147540983606557,0.2295081967213114,0.3442622950819672,0.1147540983606557,0.2295081967213114,0.3934426229508196,,0.4238847048890733,0.4348083591929719,0.1311475409836065,LOW,LOW,False,False,0.1449415330323575,0.088434207830185,0.0966276886882383,0.6557377049180327,0.6885245901639344,0.4098360655737705,0.5901639344262295,0.9506300874652512,-0.3744199498865369,-0.3905758920877094,1.2817387508767224,0.2131147540983606,0.0655737704918032,0.9805246645762612,2911.177343570283,0.622942612942613,0.6278985507246377,0.6092063492063492,0.6115942028985507,0.591062271062271,0.5942028985507246,0.6077370777370777,0.6092063492063492,0.611231884057971,0.6115942028985507,eeg_only,HIGH,1,0.4238847048890733,LOW,0,False,0.0761152951109266,,,,,,,,,
P23,valence,sisyphus,Sisyphus,,6.0,6.0,HIGH,69,69,0,1.0,69.0,0.4347826086956521,0.1014492753623188,0.3333333333333333,0.4347826086956521,0.1014492753623188,0.3333333333333333,0.2898550724637681,,0.3828194518988023,0.40337165064544,0.1014492753623188,LOW,LOW,False,False,0.1288706397387636,0.093401335151099,0.0859137598258423,0.5652173913043478,0.782608695652174,0.4927536231884058,0.5942028985507246,0.9796157046493909,0.1465107360886357,0.1336810912081915,1.256213872347013,0.5507246376811594,0.1576086956521739,1.2783880501459008,2616.7249158977224,0.622942612942613,0.6278985507246377,0.6092063492063492,0.6115942028985507,0.591062271062271,0.5942028985507246,0.6077370777370777,0.6092063492063492,0.611231884057971,0.6115942028985507,eeg_only,HIGH,1,0.3828194518988023,LOW,0,False,0.1171805481011977,,,,,,,,,
P23,valence,stack,St,SLOW,7.0,7.0,HIGH,121,121,0,1.0,121.0,0.5702479338842975,0.1157024793388429,0.4545454545454545,0.5702479338842975,0.1157024793388429,0.4545454545454545,0.2644628099173554,,0.3917026804114925,0.407599270823304,0.0991735537190082,LOW,LOW,False,False,0.1028581762390335,0.0704752349944783,0.0685721174926889,0.4297520661157025,0.8512396694214877,0.6115702479338843,0.6776859504132231,0.9672708717913548,0.1763084618149828,0.1722281136649804,1.101401524542661,0.2148760330578512,0.0609504132231404,0.9750993193071325,2700.5706814690097,0.622942612942613,0.6278985507246377,0.6092063492063492,0.6115942028985507,0.591062271062271,0.5942028985507246,0.6077370777370777,0.6092063492063492,0.611231884057971,0.6115942028985507,eeg_only,HIGH,1,0.3917026804114925,LOW,0,False,0.1082973195885075,,,,,,,,,
P24,arousal,pick_place,PnP,SLOW,2.0,2.0,LOW,42,42,0,1.0,42.0,0.8571428571428571,0.4523809523809524,0.4047619047619047,0.8571428571428571,0.4523809523809524,0.4047619047619047,0.4523809523809524,,0.4901400447483895,0.5005814636820329,0.4761904761904761,LOW,LOW,True,True,0.1743600880780853,0.1364004040356148,0.1162400587187235,0.1428571428571428,0.8571428571428571,1.0,0.8571428571428571,0.6683842599369277,0.9603933921832436,0.7788951747470855,2.2963965917023472,0.2142857142857142,0.0357142857142857,0.682243900464804,5468.047743596779,0.5647086247086247,0.5721014492753623,0.5338344988344988,0.5373188405797101,0.5216783216783216,0.528623188405797,0.540073815073815,0.5338344988344988,0.5460144927536231,0.5373188405797101,eeg_only,LOW,0,0.4901400447483895,LOW,0,True,0.0098599552516104,,,,,,,,,
P24,arousal,shape_sorter_interaction,SSInt,,2.0,2.0,LOW,83,83,0,1.0,83.0,0.891566265060241,0.6385542168674698,0.253012048192771,0.891566265060241,0.6385542168674698,0.253012048192771,0.6506024096385542,,0.6558755687848754,0.5782845739395994,0.6746987951807228,HIGH,HIGH,False,False,0.1414957533807042,0.1162807096155097,0.0943305022538028,0.108433734939759,0.891566265060241,0.9759036144578314,0.9156626506024096,0.7546904540871756,0.9603890357203302,0.8308606756437423,2.0051060133191325,0.2048192771084337,0.0289156626506024,0.6334126092106422,3755.6308020472434,0.5647086247086247,0.5721014492753623,0.5338344988344988,0.5373188405797101,0.5216783216783216,0.528623188405797,0.540073815073815,0.5338344988344988,0.5460144927536231,0.5373188405797101,eeg_only,LOW,0,0.6558755687848754,HIGH,1,False,0.1558755687848754,,,,,,,,,
P24,arousal,shape_sorter_observation,SSObs,FAST,2.0,2.0,LOW,62,62,0,1.0,62.0,0.6612903225806451,0.3225806451612903,0.3387096774193548,0.6612903225806451,0.3225806451612903,0.3387096774193548,0.4193548387096774,,0.3935734009687811,0.408013760680419,0.4677419354838709,LOW,LOW,True,True,0.2603033401618455,0.1622525513439108,0.173535560107897,0.3387096774193548,0.7258064516129032,0.9032258064516128,0.6935483870967742,0.4444759992695697,0.9609913746778028,0.5765691901374077,2.618049880520431,0.3387096774193548,0.0629032258064516,0.7833054325285532,8781.047310684344,0.5647086247086247,0.5721014492753623,0.5338344988344988,0.5373188405797101,0.5216783216783216,0.528623188405797,0.540073815073815,0.5338344988344988,0.5460144927536231,0.5373188405797101,eeg_only,LOW,0,0.3935734009687811,LOW,0,True,0.1064265990312189,,,,,,,,,
P24,arousal,sisyphus,Sisyphus,,4.0,4.0,HIGH,132,132,0,1.0,132.0,0.8560606060606061,0.5303030303030303,0.3257575757575757,0.8560606060606061,0.5303030303030303,0.3257575757575757,0.5378787878787878,,0.621880753491448,0.5382675245563301,0.553030303030303,HIGH,HIGH,True,True,0.192395072250495,0.1114368526080104,0.1282633815003299,0.1439393939393939,0.8636363636363636,0.9772727272727272,0.8712121212121212,0.6693253733782379,0.9682087356936856,0.7731009091372427,2.3257021551146257,0.3333333333333333,0.05,0.7875307772485929,4148.423781913914,0.5647086247086247,0.5721014492753623,0.5338344988344988,0.5373188405797101,0.5216783216783216,0.528623188405797,0.540073815073815,0.5338344988344988,0.5460144927536231,0.5373188405797101,eeg_only,HIGH,1,0.621880753491448,HIGH,1,True,0.121880753491448,,,,,,,,,
P24,arousal,stack,St,FAULTY,3.0,3.0,LOW,70,70,0,1.0,70.0,0.7857142857142857,0.4857142857142857,0.3,0.7857142857142857,0.4857142857142857,0.3,0.5142857142857142,,0.5452820612707698,0.5172779204141217,0.5571428571428572,HIGH,HIGH,False,False,0.1899913916444503,0.1239489435230191,0.1266609277629669,0.2142857142857142,0.8,0.9571428571428572,0.8142857142857143,0.6326171890575051,0.9645936270071888,0.730627644036586,1.999181687941312,0.2857142857142857,0.0414285714285714,0.8070576865307584,3941.367980702209,0.5647086247086247,0.5721014492753623,0.5338344988344988,0.5373188405797101,0.5216783216783216,0.528623188405797,0.540073815073815,0.5338344988344988,0.5460144927536231,0.5373188405797101,eeg_only,LOW,0,0.5452820612707698,HIGH,1,False,0.0452820612707698,,,,,,,,,
P24,valence,pick_place,PnP,SLOW,5.0,5.0,HIGH,42,42,0,1.0,42.0,0.4285714285714285,0.3571428571428571,0.0714285714285714,0.4285714285714285,0.3571428571428571,0.0714285714285714,0.5238095238095238,,0.5258766299229778,0.5794082786490788,0.5238095238095238,HIGH,HIGH,True,True,0.5079969624639007,0.4630271125758152,0.3386646416426004,0.5714285714285714,0.4761904761904761,0.5952380952380952,0.7857142857142857,0.165492150197713,0.5174558386686022,0.5617867676613303,3.191989360974601,0.4523809523809524,0.1047619047619047,0.9176786573748944,1159.7286674276345,0.5273892773892774,0.5315217391304348,0.525990675990676,0.5297101449275362,0.5171328671328671,0.5206521739130434,0.5235042735042734,0.525990675990676,0.5272946859903381,0.5297101449275362,eeg_only,HIGH,1,0.5258766299229778,HIGH,1,True,0.0258766299229777,,,,,,,,,
P24,valence,shape_sorter_interaction,SSInt,,6.0,6.0,HIGH,83,83,0,1.0,83.0,0.3373493975903614,0.216867469879518,0.1204819277108433,0.3373493975903614,0.216867469879518,0.1204819277108433,0.4939759036144578,,0.4934782497075572,0.5199406549153535,0.4939759036144578,LOW,LOW,False,False,0.4915807853169798,0.5131944419584673,0.3277205235446531,0.6626506024096386,0.4939759036144578,0.4819277108433735,0.6987951807228916,0.4091572901115786,0.5375037573279292,0.5982971254778796,2.5070680664439102,0.4578313253012048,0.0879518072289156,0.8812478721169228,540.4308551573325,0.5273892773892774,0.5315217391304348,0.525990675990676,0.5297101449275362,0.5171328671328671,0.5206521739130434,0.5235042735042734,0.525990675990676,0.5272946859903381,0.5297101449275362,eeg_only,HIGH,1,0.4934782497075572,LOW,0,False,0.0065217502924427,,,,,,,,,
P24,valence,shape_sorter_observation,SSObs,FAST,6.0,6.0,HIGH,62,62,0,1.0,62.0,0.3387096774193548,0.2903225806451613,0.0483870967741935,0.3387096774193548,0.2903225806451613,0.0483870967741935,0.5967741935483871,,0.5611165012353849,0.6177632367585225,0.5967741935483871,HIGH,HIGH,True,True,0.5114164255582897,0.5270835866076368,0.3409442837055264,0.6612903225806451,0.532258064516129,0.4354838709677419,0.7096774193548387,0.3692770854231802,0.3712340712253529,0.6059040497760023,2.6161072108613954,0.5161290322580645,0.182258064516129,0.9895746427158842,1235.2808909391815,0.5273892773892774,0.5315217391304348,0.525990675990676,0.5297101449275362,0.5171328671328671,0.5206521739130434,0.5235042735042734,0.525990675990676,0.5272946859903381,0.5297101449275362,eeg_only,HIGH,1,0.5611165012353849,HIGH,1,True,0.0611165012353849,,,,,,,,,
P24,valence,sisyphus,Sisyphus,,4.0,4.0,HIGH,132,132,0,1.0,132.0,0.3560606060606061,0.3106060606060606,0.0454545454545454,0.3560606060606061,0.3106060606060606,0.0454545454545454,0.5,,0.500120430083679,0.5483650749741305,0.5,HIGH,HIGH,True,True,0.5803241866932415,0.6093179256190595,0.3868827911288276,0.6439393939393939,0.4621212121212121,0.4696969696969697,0.7803030303030303,0.0981815373158816,0.2933538268890029,0.6217947680309772,3.512818454234002,0.6136363636363636,0.1651515151515151,1.0956737423775933,605.215370001252,0.5273892773892774,0.5315217391304348,0.525990675990676,0.5297101449275362,0.5171328671328671,0.5206521739130434,0.5235042735042734,0.525990675990676,0.5272946859903381,0.5297101449275362,eeg_only,HIGH,1,0.500120430083679,HIGH,1,True,0.000120430083679,,,,,,,,,
P24,valence,stack,St,FAULTY,3.0,3.0,LOW,70,70,0,1.0,70.0,0.3857142857142857,0.3142857142857143,0.0714285714285714,0.3857142857142857,0.3142857142857143,0.0714285714285714,0.4714285714285714,,0.4845062018305321,0.5612115048496454,0.4714285714285714,LOW,LOW,True,True,0.5297128778850976,0.5353769898027483,0.353141918590065,0.6142857142857143,0.4714285714285714,0.5,0.8,0.1597560099662964,0.215737368883995,0.6809769818423959,2.345201306067217,0.4285714285714285,0.1214285714285714,0.9604359580998122,538.3296625947501,0.5273892773892774,0.5315217391304348,0.525990675990676,0.5297101449275362,0.5171328671328671,0.5206521739130434,0.5235042735042734,0.525990675990676,0.5272946859903381,0.5297101449275362,eeg_only,LOW,0,0.4845062018305321,LOW,0,True,0.0154937981694678,,,,,,,,,
P25,arousal,pick_place,PnP,FAULTY,5.0,5.0,HIGH,31,31,0,1.0,31.0,0.7741935483870968,0.2580645161290322,0.5161290322580645,0.7741935483870968,0.2580645161290322,0.5161290322580645,0.3225806451612903,,0.3174810414554027,0.429078723983052,0.3225806451612903,LOW,LOW,False,False,0.2159014730177777,0.1690691863921238,0.1439343153451851,0.2258064516129032,0.9032258064516128,0.8387096774193549,0.8064516129032258,0.8864665203240278,0.9034224960118962,0.822083108028556,2.121702170945221,0.6129032258064516,0.1129032258064516,1.2044998033889902,3055.502589669484,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,HIGH,1,0.3174810414554027,LOW,0,False,0.1825189585445973,,,,,,,,,
P25,arousal,shape_sorter_alone,SSAlone,,2.0,2.0,LOW,23,23,0,1.0,23.0,0.9130434782608696,0.1739130434782608,0.7391304347826086,0.9130434782608696,0.1739130434782608,0.7391304347826086,0.1739130434782608,,0.0695615875066749,0.2535333291030963,0.1739130434782608,LOW,LOW,True,True,0.1845106579492595,0.1805585512536535,0.1230071052995063,0.0869565217391304,0.9565217391304348,0.9565217391304348,0.9130434782608696,0.9524820711320988,0.9531947590427584,0.8747161434270966,2.434251527180531,0.8260869565217391,0.2282608695652173,1.3835353334252185,8024.423700901354,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,LOW,0,0.0695615875066749,LOW,0,True,0.4304384124933251,,,,,,,,,
P25,arousal,shape_sorter_interaction,SSInt,,7.0,7.0,HIGH,85,85,0,1.0,85.0,0.8588235294117647,0.1529411764705882,0.7058823529411765,0.8588235294117647,0.1529411764705882,0.7058823529411765,0.2235294117647059,,0.1390196081486828,0.2910590903429661,0.2235294117647059,LOW,LOW,False,False,0.2105187992078703,0.2060072967781456,0.1403458661385802,0.1411764705882353,0.8705882352941177,0.976470588235294,0.8705882352941177,0.8338342923097868,0.9532297952254022,0.7773472153377783,1.87623057240706,0.5411764705882353,0.1176470588235294,1.1710971445444476,6670.842369510803,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,HIGH,1,0.1390196081486828,LOW,0,False,0.3609803918513172,,,,,,,,,
P25,arousal,shape_sorter_observation,SSObs,SLOW,7.0,7.0,HIGH,109,109,0,1.0,109.0,0.8256880733944955,0.1192660550458715,0.7064220183486238,0.8256880733944955,0.1192660550458715,0.7064220183486238,0.2201834862385321,,0.1735619233208171,0.2813576442419502,0.2201834862385321,LOW,LOW,False,False,0.2153126849145452,0.208939664295482,0.1435417899430301,0.1743119266055046,0.8623853211009175,0.926605504587156,0.8623853211009175,0.7918589486577461,0.9531555164369088,0.7692678718244209,1.593550786179727,0.5504587155963303,0.1027522935779816,0.9777251287774024,3741.909341624716,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,HIGH,1,0.1735619233208171,LOW,0,False,0.3264380766791829,,,,,,,,,
P25,arousal,sisyphus,Sisyphus,,7.0,7.0,HIGH,95,95,0,1.0,95.0,0.7894736842105263,0.2421052631578947,0.5473684210526316,0.7894736842105263,0.2421052631578947,0.5473684210526316,0.3157894736842105,,0.2237503868805747,0.3803886512138237,0.3157894736842105,LOW,LOW,False,False,0.2498173474667622,0.2069477739095164,0.1665448983111748,0.2105263157894736,0.8631578947368421,0.8947368421052632,0.8210526315789474,0.7890890112162383,0.9003195799768017,0.7519906222893251,1.967914440387917,0.5578947368421052,0.1052631578947368,1.0919578414313418,6342.603980242255,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,HIGH,1,0.2237503868805747,LOW,0,False,0.2762496131194253,,,,,,,,,
P25,arousal,stack,St,FAST,7.0,7.0,HIGH,68,68,0,1.0,68.0,0.8970588235294118,0.1323529411764706,0.7647058823529411,0.8970588235294118,0.1323529411764706,0.7647058823529411,0.1617647058823529,,0.0902257347706646,0.2508154808110325,0.1617647058823529,LOW,LOW,False,False,0.1938174305015446,0.1815477978251308,0.1292116203343631,0.1029411764705882,0.8970588235294118,0.9705882352941176,0.9264705882352942,0.8456436667506119,0.9786149404766208,0.8124057391257715,1.853362616413543,0.5588235294117647,0.150735294117647,1.0876370345314903,5430.940755280922,0.6008691308691309,0.6,0.5783416583416583,0.575,0.5711388611388613,0.5666666666666667,0.5834498834498835,0.5783416583416583,0.5805555555555555,0.575,eeg_only,HIGH,1,0.0902257347706646,LOW,0,False,0.4097742652293354,,,,,,,,,
P25,valence,pick_place,PnP,FAULTY,3.0,3.0,LOW,31,31,0,1.0,31.0,0.8709677419354839,0.0,0.8709677419354839,0.8709677419354839,0.0,0.8709677419354839,0.064516129032258,,0.3207624442711916,0.3427533296213803,0.064516129032258,LOW,LOW,True,True,0.3341258141859377,0.323232253660306,0.2227505427906251,0.1290322580645161,0.935483870967742,0.9032258064516128,0.9032258064516128,0.7883928892654424,-0.1716403939642515,0.1596482333047868,1.7723975201138398,0.5806451612903226,0.1032258064516129,0.9349403204192156,98.0882487694135,0.5546653346653346,0.55,0.5516583416583416,0.5583333333333333,0.5469130869130868,0.5583333333333333,0.5510789210789211,0.5516583416583416,0.5555555555555556,0.5583333333333333,eeg_only,LOW,0,0.3207624442711916,LOW,0,True,0.1792375557288084,,,,,,,,,
P25,valence,shape_sorter_alone,SSAlone,,5.0,5.0,HIGH,23,23,0,1.0,23.0,0.4782608695652174,0.0,0.4782608695652174,0.4782608695652174,0.0,0.4782608695652174,0.1739130434782608,,0.4157370645874214,0.4280515292703328,0.1739130434782608,LOW,LOW,False,False,0.4303569191402437,0.3784120061228752,0.2869046127601624,0.5217391304347826,0.9130434782608696,0.5217391304347826,0.5217391304347826,0.787972601701061,-0.3913115346923734,-0.218084224916128,1.5828013792103868,0.391304347826087,0.0913043478260869,0.8472929784630823,131.97016735323575,0.5546653346653346,0.55,0.5516583416583416,0.5583333333333333,0.5469130869130868,0.5583333333333333,0.5510789210789211,0.5516583416583416,0.5555555555555556,0.5583333333333333,eeg_only,HIGH,1,0.4157370645874214,LOW,0,False,0.0842629354125786,,,,,,,,,
P25,valence,shape_sorter_interaction,SSInt,,7.0,7.0,HIGH,85,85,0,1.0,85.0,0.8352941176470589,0.0352941176470588,0.8,0.8352941176470589,0.0352941176470588,0.8,0.1058823529411764,,0.3728255524262396,0.3702340328806844,0.1058823529411764,LOW,LOW,False,False,0.3294216393711682,0.3252670615095315,0.2196144262474454,0.1647058823529411,0.976470588235294,0.8470588235294118,0.8470588235294118,0.7883721101136,0.13485867682469,0.1395501412849195,1.620827193997148,0.4823529411764706,0.0752941176470588,0.9142944955250086,119.14130902750364,0.5546653346653346,0.55,0.5516583416583416,0.5583333333333333,0.5469130869130868,0.5583333333333333,0.5510789210789211,0.5516583416583416,0.5555555555555556,0.5583333333333333,eeg_only,HIGH,1,0.3728255524262396,LOW,0,False,0.1271744475737604,,,,,,,,,
P25,valence,shape_sorter_observation,SSObs,SLOW,6.0,6.0,HIGH,109,109,0,1.0,109.0,0.6972477064220184,0.0091743119266055,0.6880733944954128,0.6972477064220184,0.0091743119266055,0.6880733944954128,0.1009174311926605,,0.4109971236151484,0.40802896466265,0.1009174311926605,LOW,LOW,False,False,0.3076113788868091,0.309359477458336,0.205074252591206,0.3027522935779816,0.908256880733945,0.7155963302752294,0.7706422018348624,0.7774930753679842,0.0340529557284352,0.1579245352712717,1.451120035214237,0.3211009174311927,0.0513761467889908,0.8920087845943285,102.5309407271356,0.5546653346653346,0.55,0.5516583416583416,0.5583333333333333,0.5469130869130868,0.5583333333333333,0.5510789210789211,0.5516583416583416,0.5555555555555556,0.5583333333333333,eeg_only,HIGH,1,0.4109971236151484,LOW,0,False,0.0890028763848516,,,,,,,,,
