participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names
P03,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.561574074074074,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5564814814814815,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5666666666666667,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5277777777777778,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5217592592592593,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5787037037037037,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5518518518518518,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5333333333333333,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.47314814814814815,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4518518518518518,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.6226851851851851,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.41759259259259257,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5472222222222222,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5222222222222223,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__C4"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.45416666666666666,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Oz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6226851851851852,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__Oz"", ""eeg_se_gamma__PO7""]"
P03,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5828703703703704,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5666666666666668,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5328703703703703,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__C4"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5402777777777779,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Oz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5768518518518518,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__Oz"", ""eeg_se_gamma__PO7""]"
P03,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5703703703703703,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5912037037037038,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5435185185185185,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__C4"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.43333333333333335,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Oz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5893518518518518,"[""eeg_sd__C4"", ""eeg_sd__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__Oz"", ""eeg_se_gamma__PO7""]"
P03,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.46574074074074073,"[""eeg_hm__C3"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Pz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5032407407407408,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5037037037037037,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.44490740740740736,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6597222222222222,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5032407407407408,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5449074074074074,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5333333333333333,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.6194444444444444,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5277777777777778,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5819444444444445,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5527777777777777,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.49351851851851847,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5916666666666667,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.475462962962963,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5078703703703703,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5037037037037037,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4439814814814815,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6412037037037037,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.550462962962963,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5550925925925926,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5333333333333333,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.6134259259259259,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5805555555555556,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5888888888888889,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.550462962962963,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]"
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.49351851851851847,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]"
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5337962962962962,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]"
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4824074074074074,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4791666666666667,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz""]"
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.548611111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]"
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4861111111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz""]"
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4295634920634921,"[""eeg_se__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]"
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5188492063492064,"[""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]"
