participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,absolute_rank
P21,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6003205128205128,0.06829923567854014,"[0.6025641025641025, 0.6965811965811965, 0.5726495726495726, 0.5096153846153846, 0.6201923076923077]",0.6199134199134199,65,43,108,1
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5996794871794872,0.08067442034067804,"[0.5128205128205128, 0.6282051282051282, 0.641025641025641, 0.5192307692307692, 0.6971153846153846]",0.6203463203463203,65,43,108,2
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5972222222222222,0.11013086670813373,"[0.5512820512820513, 0.7222222222222222, 0.6452991452991452, 0.4326923076923077, 0.6346153846153846]",0.6376623376623376,65,43,108,3
P21,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5868382352941176,0.18635398040318518,"[0.611764705882353, 0.4411764705882353, 0.9, 0.50625, 0.475]",0.7298701298701299,25,83,108,1
P21,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5855882352941176,0.09285777857305494,"[0.7411764705882353, 0.5117647058823529, 0.6, 0.5375, 0.5375]",0.7493506493506493,25,83,108,2
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5786764705882353,0.1107197668982686,"[0.6705882352941177, 0.5117647058823529, 0.723529411764706, 0.5125, 0.475]",0.6744588744588744,25,83,108,3
P22,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.594920634920635,0.11858322118957065,"[0.47777777777777775, 0.5444444444444445, 0.7222222222222222, 0.7222222222222222, 0.5079365079365079]",0.6507246376811594,72,45,117,1
P22,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5903174603174604,0.08015558692564297,"[0.5333333333333333, 0.5333333333333333, 0.7261904761904762, 0.5952380952380952, 0.5634920634920635]",0.6246376811594203,72,45,117,2
P22,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5882539682539683,0.0876461454531755,"[0.5333333333333333, 0.5111111111111111, 0.7222222222222222, 0.6309523809523809, 0.5436507936507937]",0.6420289855072464,72,45,117,3
P22,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.6198046398046398,0.07604981135063768,"[0.5857142857142856, 0.6571428571428571, 0.5753968253968254, 0.7346153846153847, 0.5461538461538462]",0.6413043478260869,68,49,117,1
P22,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.6037606837606837,0.1254775376812965,"[0.6071428571428572, 0.47857142857142854, 0.5753968253968254, 0.8115384615384615, 0.5461538461538462]",0.6420289855072464,68,49,117,2
P22,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5912332112332113,0.07794424856212252,"[0.6, 0.5214285714285715, 0.503968253968254, 0.6461538461538461, 0.6846153846153846]",0.6076086956521739,68,49,117,3
P23,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5131827731092437,0.0669960482424434,"[0.46218487394957986, 0.5546218487394958, 0.46875, 0.6116071428571428, 0.46875]",0.6199275362318841,36,82,118,1
P23,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.508718487394958,0.15182641715312492,"[0.49159663865546216, 0.7394957983193278, 0.3125, 0.5, 0.5]",0.5865942028985507,36,82,118,2
P23,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.49375,0.20598435509136412,"[0.23109243697478993, 0.76890756302521, 0.375, 0.5982142857142857, 0.4955357142857143]",0.5260869565217392,36,82,118,3
P23,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.622942612942613,0.057204956186800424,"[0.6214285714285714, 0.55, 0.6214285714285714, 0.6115384615384616, 0.7103174603174603]",0.6278985507246377,69,49,118,1
P23,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.6092063492063492,0.0697320574682141,"[0.55, 0.55, 0.5857142857142856, 0.65, 0.7103174603174603]",0.6115942028985507,69,49,118,2
P23,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.591062271062271,0.07920005619802162,"[0.6357142857142857, 0.5142857142857142, 0.5071428571428571, 0.6076923076923078, 0.6904761904761905]",0.5942028985507246,69,49,118,3
P24,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5647086247086247,0.17752473623856038,"[0.7097902097902098, 0.5104895104895105, 0.4461538461538461, 0.36923076923076925, 0.7878787878787878]",0.5721014492753623,53,64,117,1
P24,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5338344988344988,0.09129296678595025,"[0.6188811188811189, 0.6013986013986015, 0.46923076923076923, 0.4076923076923077, 0.571969696969697]",0.5373188405797101,53,64,117,2
P24,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5216783216783216,0.11005630085957305,"[0.5734265734265734, 0.6398601398601399, 0.46923076923076923, 0.3576923076923077, 0.5681818181818181]",0.528623188405797,53,64,117,3
P24,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5273892773892774,0.1184864285962692,"[0.5104895104895105, 0.34615384615384615, 0.6590909090909092, 0.6022727272727273, 0.5189393939393939]",0.5315217391304348,62,55,117,1
P24,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.525990675990676,0.10634966629022269,"[0.44405594405594406, 0.6328671328671329, 0.38636363636363635, 0.5606060606060606, 0.606060606060606]",0.5297101449275362,62,55,117,2
P24,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5176573426573426,0.12126142085119104,"[0.40559440559440557, 0.6713286713286714, 0.38257575757575757, 0.5606060606060606, 0.5681818181818181]",0.5210144927536231,62,55,117,3
P25,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.6008691308691309,0.127420093602275,"[0.5034965034965035, 0.7937062937062938, 0.4928571428571429, 0.6642857142857143, 0.55]",0.6,52,68,120,1
P25,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5783416583416583,0.08127446135364595,"[0.5034965034965035, 0.7167832167832169, 0.5428571428571428, 0.5642857142857143, 0.5642857142857143]",0.575,52,68,120,2
P25,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5711388611388613,0.1301612448416689,"[0.47202797202797203, 0.7622377622377623, 0.44285714285714284, 0.5428571428571429, 0.6357142857142857]",0.5666666666666667,52,68,120,3
P25,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5546653346653346,0.06866463878829863,"[0.5285714285714286, 0.6713286713286714, 0.5419580419580419, 0.5419580419580419, 0.48951048951048953]",0.55,54,66,120,1
P25,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5516583416583416,0.07652794646593379,"[0.47857142857142854, 0.6783216783216783, 0.5594405594405594, 0.5279720279720279, 0.513986013986014]",0.5583333333333333,54,66,120,2
P25,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5469130869130868,0.059532899505959726,"[0.5142857142857142, 0.48951048951048953, 0.5594405594405594, 0.6433566433566433, 0.5279720279720279]",0.5583333333333333,54,66,120,3
P26,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6258730158730159,0.08248548281536239,"[0.5333333333333333, 0.5444444444444445, 0.7111111111111111, 0.6904761904761905, 0.65]",0.6365942028985507,44,74,118,1
P26,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.6167063492063491,0.08080835499399476,"[0.611111111111111, 0.6, 0.5222222222222221, 0.746031746031746, 0.6041666666666666]",0.5688405797101449,44,74,118,2
P26,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5944047619047619,0.05795899487502922,"[0.5, 0.6555555555555556, 0.5888888888888888, 0.6150793650793651, 0.6125]",0.5938405797101449,44,74,118,3
P26,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5666233766233766,0.12179211398372115,"[0.6573426573426573, 0.5279720279720279, 0.37857142857142856, 0.6846153846153846, 0.5846153846153846]",0.577536231884058,66,52,118,1
P26,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5172327672327672,0.08955534133438275,"[0.6433566433566433, 0.5279720279720279, 0.40714285714285714, 0.5461538461538462, 0.46153846153846156]",0.5340579710144928,66,52,118,2
P26,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5111588411588411,0.07474153844125302,"[0.6118881118881119, 0.5279720279720279, 0.4928571428571428, 0.5192307692307692, 0.40384615384615385]",0.5076086956521739,66,52,118,3
P27,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5831318681318681,0.09094456464741774,"[0.5535714285714286, 0.7142857142857143, 0.5535714285714286, 0.6230769230769231, 0.47115384615384615]",0.7176470588235294,21,68,89,1
P27,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5704395604395605,0.13327780751712898,"[0.7142857142857143, 0.625, 0.35714285714285715, 0.6076923076923078, 0.5480769230769231]",0.707843137254902,21,68,89,2
P27,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5690659340659341,0.09325488649831983,"[0.5535714285714286, 0.6428571428571428, 0.4642857142857143, 0.6846153846153846, 0.5]",0.730718954248366,21,68,89,3
P27,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5766666666666667,0.07006941003192634,"[0.5833333333333333, 0.5833333333333333, 0.625, 0.45833333333333337, 0.6333333333333333]",0.6071895424836601,29,60,89,1
P27,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5483333333333333,0.07936378967206084,"[0.5, 0.6666666666666667, 0.5416666666666666, 0.45833333333333337, 0.575]",0.5849673202614379,29,60,89,2
P27,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5283333333333333,0.08948153130364077,"[0.5833333333333334, 0.5, 0.5416666666666666, 0.625, 0.3916666666666667]",0.6163398692810458,29,60,89,3
P28,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5294642857142857,0.09635574667761362,"[0.6607142857142857, 0.53125, 0.40625, 0.5729166666666666, 0.47619047619047616]",0.6118577075098814,32,79,111,1
P28,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5159523809523809,0.16673236906489072,"[0.7321428571428572, 0.4583333333333333, 0.28125, 0.59375, 0.5142857142857142]",0.5841897233201581,32,79,111,2
P28,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.509702380952381,0.1779388099779581,"[0.7321428571428572, 0.4583333333333333, 0.25, 0.59375, 0.5142857142857142]",0.575098814229249,32,79,111,3
P28,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5761904761904761,0.09038411668403272,"[0.7125, 0.5267857142857143, 0.6160714285714286, 0.5446428571428572, 0.4809523809523809]",0.6023715415019762,39,72,111,1
P28,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5719047619047619,0.08517667879165822,"[0.6416666666666666, 0.6160714285714286, 0.4732142857142857, 0.6428571428571428, 0.4857142857142857]",0.5853754940711462,39,72,111,2
P28,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5673809523809524,0.0759475759787773,"[0.6083333333333334, 0.6428571428571428, 0.5803571428571428, 0.5625, 0.44285714285714284]",0.5857707509881422,39,72,111,3
P29,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5428571428571429,0.09562329096778775,"[0.5892857142857143, 0.5982142857142857, 0.41964285714285715, 0.6428571428571428, 0.4642857142857143]",0.6233766233766234,38,71,109,1
P29,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5326190476190475,0.1186193188332049,"[0.5803571428571428, 0.5446428571428572, 0.35714285714285715, 0.680952380952381, 0.5]",0.6051948051948053,38,71,109,2
P29,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5272619047619047,0.1288153550304077,"[0.7142857142857143, 0.4017857142857143, 0.4107142857142857, 0.5380952380952381, 0.5714285714285714]",0.5969696969696969,38,71,109,3
P29,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.6713675213675214,0.11756409479691898,"[0.5897435897435898, 0.7735042735042735, 0.6581196581196581, 0.5299145299145299, 0.8055555555555556]",0.6800865800865801,45,64,109,1
P29,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6568376068376068,0.12064231994727917,"[0.5897435897435898, 0.717948717948718, 0.6794871794871795, 0.49145299145299143, 0.8055555555555556]",0.670995670995671,45,64,109,2
P29,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6401709401709402,0.06084305564175863,"[0.6068376068376069, 0.6794871794871795, 0.6239316239316239, 0.5683760683760684, 0.7222222222222222]",0.6519480519480519,45,64,109,3
P30,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.6333333333333333,44,76,120,1
P30,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4965277777777778,0.11609690569668805,"[0.4888888888888889, 0.38888888888888884, 0.6333333333333333, 0.37777777777777777, 0.59375]",0.4916666666666666,44,76,120,2
P30,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.48888888888888893,0.024845199749997673,"[0.5, 0.5, 0.5, 0.4444444444444444, 0.5]",0.5916666666666666,44,76,120,3
P30,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5361888111888111,0.07520514242031792,"[0.5416666666666667, 0.5416666666666666, 0.625, 0.4166666666666667, 0.5559440559440559]",0.5333333333333333,59,61,120,1
P30,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5333916083916084,0.08015511309166286,"[0.5833333333333334, 0.5, 0.625, 0.41666666666666663, 0.5419580419580419]",0.5333333333333334,59,61,120,2
P30,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5154428904428905,0.08450636973073558,"[0.5833333333333334, 0.45833333333333337, 0.5, 0.41666666666666663, 0.6188811188811189]",0.5166666666666667,59,61,120,3
P31,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5126811594202898,61,58,119,1
P31,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.49020979020979016,0.02189157460489305,"[0.5, 0.5, 0.5, 0.45104895104895104, 0.5]",0.49601449275362325,61,58,119,2
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4621794871794872,0.10187544450812751,"[0.375, 0.4166666666666667, 0.625, 0.49650349650349646, 0.3977272727272727]",0.4615942028985508,61,58,119,3
P31,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.4916083916083916,0.018764206804194043,"[0.5, 0.5, 0.5, 0.458041958041958, 0.5]",0.49601449275362325,58,61,119,1
P31,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4871794871794872,0.08797290309722682,"[0.5416666666666667, 0.5416666666666667, 0.33333333333333337, 0.49650349650349646, 0.5227272727272727]",0.48768115942028983,58,61,119,2
P31,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.4846736596736597,0.02111978481319826,"[0.45833333333333337, 0.5, 0.5, 0.465034965034965, 0.5]",0.48768115942028983,58,61,119,3
P32,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.6264285714285714,0.15946249710154237,"[0.38095238095238093, 0.7619047619047619, 0.6190476190476191, 0.5952380952380952, 0.775]",0.7833333333333333,16,104,120,1
P32,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5735714285714286,0.18425941119043251,"[0.35714285714285715, 0.7619047619047619, 0.6190476190476191, 0.40476190476190477, 0.725]",0.7416666666666667,16,104,120,2
P32,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5692857142857143,0.15155187402847234,"[0.38095238095238093, 0.6428571428571428, 0.47619047619047616, 0.5714285714285714, 0.775]",0.7833333333333333,16,104,120,3
P32,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5995920745920745,0.1226607613688194,"[0.7412587412587412, 0.465034965034965, 0.7083333333333333, 0.5, 0.5833333333333334]",0.6,58,62,120,1
P32,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5940559440559441,0.10288176430678916,"[0.7027972027972028, 0.5174825174825175, 0.7083333333333334, 0.5416666666666667, 0.5]",0.5916666666666667,58,62,120,2
P32,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5898601398601399,0.1517544506197752,"[0.7342657342657343, 0.465034965034965, 0.75, 0.41666666666666663, 0.5833333333333334]",0.5916666666666666,58,62,120,3
P33,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.515546218487395,0.11382126405587051,"[0.4411764705882353, 0.6218487394957983, 0.5784313725490196, 0.5833333333333334, 0.35294117647058826]",0.6416666666666667,32,85,117,1
P33,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.4913165266106443,0.04704298119355243,"[0.5126050420168067, 0.542016806722689, 0.4411764705882353, 0.5196078431372549, 0.4411764705882353]",0.657608695652174,32,85,117,2
P33,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4862745098039216,0.019111361460409725,"[0.47058823529411764, 0.5, 0.4607843137254902, 0.5, 0.5]",0.675,32,85,117,3
P33,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.521969696969697,0.0796085608263404,"[0.45833333333333337, 0.5416666666666666, 0.42045454545454547, 0.5984848484848485, 0.5909090909090909]",0.5304347826086957,60,57,117,1
P33,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.521969696969697,0.08941319772012467,"[0.5, 0.5416666666666666, 0.3787878787878788, 0.5984848484848485, 0.5909090909090909]",0.530072463768116,60,57,117,2
P33,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5181818181818182,0.07534927852411517,"[0.5, 0.625, 0.4356060606060606, 0.5606060606060606, 0.46969696969696967]",0.5206521739130434,60,57,117,3
P34,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6445903361344538,0.0921366920647117,"[0.6205357142857143, 0.6919642857142857, 0.7633928571428572, 0.6323529411764706, 0.5147058823529411]",0.6869565217391305,33,82,115,1
P34,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5504551820728291,0.07968094566226487,"[0.5178571428571428, 0.5982142857142857, 0.6607142857142857, 0.5196078431372549, 0.45588235294117646]",0.591304347826087,33,82,115,2
P34,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5276610644257703,0.04046352772180181,"[0.5892857142857143, 0.5, 0.5, 0.5, 0.5490196078431372]",0.6869565217391305,33,82,115,3
P34,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5205128205128206,0.1045251304660565,"[0.6706349206349207, 0.4126984126984127, 0.4307692307692308, 0.5307692307692308, 0.5576923076923077]",0.5391304347826087,67,48,115,1
P34,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5111599511599512,0.09546405874326815,"[0.6507936507936507, 0.4126984126984127, 0.4423076923076923, 0.49230769230769234, 0.5576923076923077]",0.5304347826086957,67,48,115,2
P34,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.49914529914529915,0.09670544537949105,"[0.5, 0.3611111111111111, 0.5, 0.6346153846153846, 0.5]",0.5565217391304348,67,48,115,3
P35,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5876785714285714,0.1070501417629791,"[0.5803571428571428, 0.6607142857142857, 0.6383928571428572, 0.6541666666666667, 0.40476190476190477]",0.6478260869565217,36,78,114,1
P35,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5622619047619047,0.12548753421886602,"[0.7008928571428572, 0.5178571428571428, 0.6294642857142857, 0.5916666666666667, 0.37142857142857144]",0.6213438735177865,36,78,114,2
P35,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5529761904761905,0.15557308017984345,"[0.5178571428571428, 0.6696428571428572, 0.5982142857142857, 0.6791666666666667, 0.3]",0.5948616600790514,36,78,114,3
P35,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.6201748251748251,0.03442094148586354,"[0.6423076923076924, 0.5653846153846154, 0.6553030303030303, 0.6212121212121212, 0.6166666666666667]",0.5964426877470356,62,52,114,1
P35,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.598927738927739,0.08746107435346254,"[0.5807692307692307, 0.5153846153846154, 0.6590909090909092, 0.5227272727272727, 0.7166666666666667]",0.5889328063241106,62,52,114,2
P35,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5909790209790209,0.11776507909845307,"[0.7076923076923077, 0.41538461538461535, 0.5681818181818181, 0.571969696969697, 0.6916666666666667]",0.5798418972332016,62,52,114,3
P36,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.70375,0.12551456588778853,"[0.74375, 0.7125, 0.84375, 0.71875, 0.5]",0.6961904761904762,22,80,102,1
P36,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.655,0.10415208231235705,"[0.61875, 0.78125, 0.5, 0.6875, 0.6875]",0.6580952380952381,22,80,102,2
P36,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.64625,0.12410617933850031,"[0.68125, 0.6125, 0.84375, 0.5625, 0.53125]",0.6876190476190477,22,80,102,3
P36,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.613989898989899,0.1344480112451757,"[0.5409090909090909, 0.7916666666666667, 0.48484848484848486, 0.5303030303030303, 0.7222222222222222]",0.6171428571428572,46,56,102,1
P36,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.6000505050505051,0.06408730717167228,"[0.5318181818181817, 0.625, 0.5606060606060606, 0.696969696969697, 0.5858585858585859]",0.5985714285714285,46,56,102,2
P36,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5923737373737373,0.07479958257444277,"[0.5818181818181818, 0.7083333333333333, 0.606060606060606, 0.5050505050505051, 0.5606060606060606]",0.5871428571428572,46,56,102,3
P37,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5598039215686275,0.12502055664196327,"[0.5138888888888888, 0.7361111111111112, 0.6323529411764706, 0.4166666666666667, 0.5]",0.7389610389610389,18,89,107,1
P37,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5098039215686274,0.16231565087780508,"[0.5416666666666667, 0.6527777777777778, 0.6323529411764706, 0.4722222222222222, 0.25]",0.6064935064935064,18,89,107,2
P37,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.503921568627451,0.041156527227596114,"[0.5416666666666667, 0.5277777777777778, 0.47794117647058826, 0.5277777777777778, 0.4444444444444444]",0.6164502164502165,18,89,107,3
P37,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5933760683760684,0.13526164232869378,"[0.5085470085470085, 0.5, 0.5, 0.8055555555555556, 0.6527777777777778]",0.6,46,61,107,1
P37,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5767094017094017,0.09235244443823665,"[0.5085470085470085, 0.5833333333333333, 0.4861111111111111, 0.5833333333333334, 0.7222222222222222]",0.5896103896103896,46,61,107,2
P37,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5667948717948719,0.10010719107108146,"[0.5256410256410257, 0.6416666666666666, 0.41666666666666663, 0.5833333333333334, 0.6666666666666666]",0.5701298701298702,46,61,107,3
P38,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5726984126984127,0.10888588084141687,"[0.5428571428571428, 0.6428571428571428, 0.6, 0.4, 0.6777777777777778]",0.6083333333333334,49,71,120,1
P38,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5657142857142856,0.03513821107499668,"[0.5928571428571429, 0.5357142857142857, 0.5785714285714285, 0.5214285714285715, 0.6]",0.6,49,71,120,2
P38,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5601587301587301,0.07388714130202789,"[0.6285714285714286, 0.5857142857142856, 0.6142857142857143, 0.45, 0.5222222222222223]",0.6,49,71,120,3
P38,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5749206349206349,0.056557295189956044,"[0.5, 0.5928571428571429, 0.5428571428571428, 0.65, 0.5888888888888888]",0.6083333333333334,49,71,120,1
P38,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5634920634920635,0.032301684801537646,"[0.5785714285714285, 0.5714285714285714, 0.5071428571428571, 0.5714285714285714, 0.5888888888888888]",0.5916666666666667,49,71,120,2
P38,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5422222222222223,0.05041525722185476,"[0.5785714285714285, 0.4928571428571429, 0.5071428571428571, 0.5214285714285715, 0.6111111111111112]",0.575,49,71,120,3
P39,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6564285714285714,0.25082008349754265,"[0.7619047619047619, 0.7142857142857142, 0.8333333333333333, 0.21428571428571427, 0.7583333333333333]",0.7018115942028986,104,14,118,1
P39,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.628095238095238,0.2322765182974399,"[0.7857142857142857, 0.7857142857142857, 0.8095238095238095, 0.30952380952380953, 0.45]",0.8028985507246377,104,14,118,2
P39,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.6185714285714285,0.18311985096814082,"[0.7857142857142857, 0.47619047619047616, 0.6666666666666666, 0.38095238095238093, 0.7833333333333333]",0.8380434782608696,104,14,118,3
P39,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.7042016806722688,0.08595720872156266,"[0.6554621848739496, 0.7857142857142857, 0.6680672268907563, 0.803921568627451, 0.6078431372549019]",0.7884057971014492,33,85,118,1
P39,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6939775910364145,0.10063344400201636,"[0.5252100840336134, 0.7563025210084033, 0.7815126050420168, 0.6911764705882353, 0.7156862745098038]",0.7460144927536232,33,85,118,2
P39,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6901960784313725,0.0688710448427992,"[0.5798319327731092, 0.6974789915966386, 0.6932773109243697, 0.7107843137254902, 0.7696078431372549]",0.6699275362318841,33,85,118,3
P40,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5503174603174603,0.06082596845010915,"[0.5444444444444445, 0.4888888888888889, 0.5666666666666667, 0.6444444444444444, 0.5071428571428571]",0.5583333333333333,46,74,120,1
P40,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5460317460317461,0.09193340563037294,"[0.6444444444444444, 0.43333333333333335, 0.5333333333333333, 0.6333333333333333, 0.4857142857142857]",0.5833333333333333,46,74,120,2
P40,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5382539682539683,0.06737249185016299,"[0.5, 0.5, 0.5, 0.6555555555555556, 0.5357142857142857]",0.6083333333333333,46,74,120,3
P40,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5957042957042957,0.13098280365680662,"[0.5979020979020979, 0.3881118881118881, 0.6013986013986015, 0.7482517482517483, 0.6428571428571428]",0.6,54,66,120,1
P40,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5789210789210789,0.09446966201590944,"[0.5664335664335665, 0.47202797202797203, 0.5104895104895105, 0.7027972027972028, 0.6428571428571428]",0.5833333333333333,54,66,120,2
P40,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5579420579420579,0.05479158477683889,"[0.49650349650349646, 0.534965034965035, 0.5419580419580419, 0.5734265734265734, 0.6428571428571428]",0.5666666666666667,54,66,120,3
P41,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5877411477411478,0.11720693867961048,"[0.4357142857142857, 0.7142857142857143, 0.6846153846153846, 0.5961538461538461, 0.5079365079365079]",0.6068840579710144,49,68,117,1
