mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,feature,selected,feature_score,representation,source_run
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__Cz,False,0.023256242159437793,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__Fz,False,0.7327237283670208,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__Oz,False,2.216399821573752,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__PO7,False,3.077279496260722,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__PO8,False,0.0012801223871489777,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_alpha__Pz,False,0.04802103850289988,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__C3,False,0.020833768250167355,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__C4,False,0.05328056187537953,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__Cz,False,0.8021042570097947,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__Fz,False,1.349331060608126,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__Oz,False,0.00393748664376272,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__PO7,False,0.13454758281274382,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__PO8,False,0.16065598171259707,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_alpha__Pz,False,2.4871854754252078e-05,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__C3,False,3.9468775643369973,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__C4,False,2.6065271523378604,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__Cz,False,0.16255734758502677,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__Fz,False,3.1449143290679387,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__Oz,False,1.1830530289468248,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__PO7,False,1.8279533862676902,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__PO8,True,4.981087020273191,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_beta__Pz,False,1.9171028042598464,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__C3,False,0.00023312292882487237,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__C4,False,0.24254374395244255,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__Cz,False,0.39759270574397954,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__Fz,False,1.995121210082422,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__Oz,False,0.21948597978041706,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__PO7,False,1.7338617111138797,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__PO8,False,3.9747382340214648,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_beta__Pz,False,0.11117719882375349,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__C3,False,1.1217812983770907,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__C4,False,0.280162380666487,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__Cz,False,0.32812225634318837,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__Fz,False,0.1019227308249491,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__Oz,False,0.9622923459935874,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__PO7,False,0.07440029098047969,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__PO8,False,0.9005247748461017,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_bp_gamma__Pz,False,1.393062022875048,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__C3,False,2.4809800684807155,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__C4,False,8.376344559616277e-08,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__Cz,False,3.32053349074337,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__Fz,False,0.26043606477895365,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__Oz,False,0.4562638569489465,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__PO7,True,6.866846445164176,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__PO8,False,0.015274588623460506,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,10,10,5,eeg_se_gamma__Pz,False,0.46391660476642665,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__C3,False,0.796066401448392,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__C4,False,1.7368053019790057,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__Cz,False,0.535312448764586,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__Fz,False,0.37972955871851116,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__Oz,False,1.956715863706952,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__PO7,False,0.026693544776570953,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__PO8,False,2.6220426904821483,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_sd__Pz,False,0.008782984402846328,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__C3,False,0.00021669862951823775,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__C4,False,2.4462538196921755,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__Cz,False,0.9215542842721721,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__Fz,True,4.753495832556067,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__Oz,True,3.235101177963406,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__PO7,False,0.1441254936646904,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__PO8,True,12.26238691954847,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se__Pz,True,3.8995377105396516,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__C3,False,0.1377563923755109,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__C4,False,0.024596162035301072,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__Cz,False,2.3658574471623135,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__Fz,True,3.1852748406676725,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__Oz,False,2.877528790003272,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__PO7,False,0.4293932488024201,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__PO8,True,8.463745353470362,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hm__Pz,False,2.5237121793670094,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__C3,False,1.6905678175366976,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__C4,False,1.2740497328311486,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__Cz,False,2.5618141604712217,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__Fz,True,4.7785761681759595,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__Oz,False,2.139602891219409,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__PO7,False,0.9121432364130878,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__PO8,True,10.171508126030288,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_hc__Pz,False,0.5211585645381931,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__C3,True,4.321055777027713,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__C4,False,0.021385382765528562,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__Cz,False,2.2477673847187973,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__Fz,True,5.49511424401175,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__Oz,False,2.2658304068450357,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__PO7,False,0.9438054143157565,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__PO8,True,12.369407514267191,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_mf_hz__Pz,False,2.7848059273329255,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__C3,True,4.78705667241507,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__C4,False,0.09779880170393894,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__Cz,True,6.168735611115723,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__Fz,True,6.55490710747926,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__Oz,True,3.339156598071119,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__PO7,True,3.6138499894599816,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__PO8,True,11.161856820944918,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_delta__Pz,False,2.52275156913881,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__C3,False,1.2846748522222853,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__C4,False,0.022504916863780974,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__Cz,False,0.15348360040515638,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__Fz,False,5.069007990097031e-05,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__Oz,False,1.1213318341893668,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__PO7,False,0.7969973092023849,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__PO8,False,0.5227387073276301,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_delta__Pz,False,0.0674155411954212,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__C3,False,2.5003279563447103e-05,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__C4,False,0.006417214312876973,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__Cz,False,0.8080606763610091,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__Fz,False,2.8457739803506072,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__Oz,False,1.6969691593540857,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__PO7,False,0.5958261702901707,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__PO8,False,2.7307787107320656,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_theta__Pz,False,0.0498318677869066,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__C3,False,0.8560761039403045,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__C4,False,0.08708052805629059,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__Cz,False,1.268366565749607,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__Fz,False,2.2624175967116544,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__Oz,False,2.636385690469398,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__PO7,False,0.0002258111183703398,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__PO8,False,2.443360906687213,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_theta__Pz,False,0.4728037923395869,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__C3,False,1.9865760618637984,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__C4,False,3.0066410450094416,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__Cz,False,1.164604124414529,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__Fz,False,0.024461337183550015,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__Oz,False,1.3146386674021038,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__PO7,False,1.911076428714886,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__PO8,False,0.06127124323742586,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_alpha__Pz,False,0.5638996509376926,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__C3,False,0.12542841346984454,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__C4,False,1.1910766792980045,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__Cz,False,0.2030841377347295,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__Fz,False,1.1741391152406881,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__Oz,False,0.0036520226767313285,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__PO7,False,0.818920039594751,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__PO8,False,1.9288137232903626,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_alpha__Pz,False,0.01648800305320669,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__C3,False,2.287126379723636,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__C4,False,2.098434354342253,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__Cz,False,0.18497763376074852,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__Fz,False,1.721576033554935,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__Oz,False,0.005722635793765458,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__PO7,False,0.4466796683699491,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__PO8,False,2.3562245728174807,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_beta__Pz,False,2.4804687782633845,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__C3,False,0.03821302043878701,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__C4,False,0.6842795964817682,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__Cz,False,0.0012881802128989475,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__Fz,False,1.359114284224067,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__Oz,False,0.04046369376714026,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__PO7,False,0.02263726407135152,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__PO8,False,1.2263666997494616,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_beta__Pz,False,0.12459717634410414,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__C3,False,0.35991220180376066,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__C4,False,0.09550555611242335,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__Cz,False,1.7910523353744097,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__Fz,False,0.05190454432022792,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__Oz,False,0.03822732686770102,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__PO7,False,0.13684972647065505,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__PO8,False,0.5581269400059117,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_bp_gamma__Pz,False,0.658360763822311,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__C3,True,3.0453461585488837,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__C4,False,3.580953559352e-06,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__Cz,True,4.817907761818995,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__Fz,False,0.2916630363625967,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__Oz,False,0.6058481271471681,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__PO7,True,6.8604276976252425,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__PO8,False,0.2835903142495903,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,1,eeg_se_gamma__Pz,False,0.3116208549586429,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__C3,False,2.997808760477849,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__C4,True,3.883989108384593,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__Cz,False,0.020029605418820345,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__Fz,False,0.0014932546678404562,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__Oz,False,0.5308686466290552,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__PO7,False,0.3610276917830093,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__PO8,False,0.015077427836467603,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_sd__Pz,False,0.00010986216998037658,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__C3,False,0.8038563174500849,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__C4,False,1.6155603210239413,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__Cz,False,1.8583457347509607,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__Fz,True,4.973995019290874,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__Oz,False,1.3525812029334678,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__PO7,False,1.5299345582319357,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__PO8,True,8.65845530038919,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se__Pz,False,1.5595936108142938,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__C3,False,0.989648669364763,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__C4,False,0.0018584984878432299,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__Cz,True,3.335734444213564,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__Fz,True,4.502885890814471,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__Oz,False,2.1121942839950387,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__PO7,False,1.7211403580028097,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__PO8,True,6.174354510117031,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hm__Pz,False,2.0997659477782427,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__C3,False,0.6044122417835981,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__C4,False,0.7090154334439657,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__Cz,False,3.1551284711655643,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__Fz,True,6.8071378609847315,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__Oz,False,2.3259320629539904,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__PO7,False,2.76799991154207,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__PO8,True,9.358944696994513,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_hc__Pz,False,0.3719076686417241,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__C3,False,1.7938237688237688,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__C4,False,0.10926741167174611,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__Cz,False,1.650743376226468,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__Fz,True,7.984942394528626,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__Oz,False,1.2133351545426156,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__PO7,False,3.104927088793579,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__PO8,True,8.230147121996922,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_mf_hz__Pz,False,2.840297063646365,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__C3,False,2.103439555472426,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__C4,False,0.08009716388511717,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__Cz,False,2.849591970965035,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__Fz,True,5.73646068475125,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__Oz,False,1.6993212708975984,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__PO7,True,3.768117984851367,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__PO8,True,3.972353355978838,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_delta__Pz,False,1.5884152004928922,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__C3,False,0.08206249098917731,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__C4,False,0.8590817623146829,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__Cz,False,0.4868582610130326,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__Fz,False,0.5398876244880707,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__Oz,False,0.022041144742545378,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__PO7,False,0.8330413780180158,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__PO8,False,0.9428686676665872,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_delta__Pz,False,0.22680003192028161,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__C3,False,0.8991407754020955,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__C4,False,1.315097754711229,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__Cz,False,0.0964210763304898,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__Fz,False,1.3564371864214986,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__Oz,False,0.008749455550386177,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__PO7,False,1.282127424970752,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__PO8,False,0.36594836524705493,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_bp_theta__Pz,False,0.0006469478851758414,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_theta__C3,False,1.981498690986828,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_theta__C4,False,0.29067625123685237,with_ICA,p19_final
individual,P19,P19,valence,eeg,svm,20,20,2,eeg_se_theta__Cz,False,1.0372911659783943,with_ICA,p19_final
